label,mfccs_mean,mfccs_var,total-mfccs_var,chroma-stft_mean,mel-spectrogram_mean,tonnetz_mean,spectral-bandwidth_mean,spectral-rolloff_mean,rmse_mean,spectral-flatness_mean,pitch_mean,envelope_mean,zcr_mean,spectral-contrast_mean,temporal-centroid,harmonic-to-noise-ratio,spectral-centroid_mean,tempo,poly-features_mean,rms-energy_mean,crest-factor
Frustration,0.9275084638313136,1.2193607065230312,1.2193607065230303,0.6724020445611012,2.3492031038175067,0.5818071508295146,-0.486217070984154,-1.1319593924357763,1.8961879994663247,1.633506804683991,-1.3535252590398659,0.777960822322417,-1.583319681615655,-0.4851914067799434,-0.39745210291288424,0.25119321530205063,-1.259321116752719,-1.2174116295507005,2.0607680371918815,1.8961879994663247,-1.1362994365233055
Pride,0.03945611885827608,0.07653545043961572,0.07653545043961447,-0.371379622975908,-0.14382911697775083,0.49528518601234717,-0.7014777297435213,-0.7360689951494822,-0.0028585616821597327,-0.30669819867830583,-0.2788705476604408,0.006930239297886692,-0.536579097653676,1.282565301611989,-1.3123451583481271,0.06797205922838892,-0.665531160620681,-1.2174116295507005,0.042076102525898676,-0.0028585616821597327,-0.9161119322613671
Joy,-0.614465135324441,1.6639826081773545,1.6639826081773528,-1.7650843976845882,2.289960179164561,-0.4677462406462425,-0.8629445785309522,-0.7754548201125565,2.009577808826736,0.3278848760320379,-1.159836253742975,1.4240668416308964,-0.8947044647017842,-0.15638221788299533,-0.8324051198116323,-0.865967304271828,-0.5023302929973168,-1.9207664176017325,1.9907476652922447,2.009577808826736,-1.5751861500543258
Frustration,-0.5026873965455049,0.3798919979252559,0.3798919979252544,1.2571265869897317,-0.5909318691304603,-0.32092766467675105,0.7120548966490127,0.7666186449237645,-0.4783434046796253,0.09865023804768613,0.17168838356044067,0.006529055447354364,0.4608743887755911,-0.8765239259506165,1.0974534062129773,-0.17872124552424748,0.6450560509063489,0.26744847855703413,-0.4057836935695532,-0.4783434046796253,0.4845746880052082
Neutral,0.35268234507333557,-1.8471469537706264,-1.8471469537706278,1.0523451423517256,-1.1455782653806819,0.31923864673224467,0.5700825247706842,1.024986664428864,-1.5226518000088396,-0.9980016173150911,1.2384417391977343,-1.8131101947093273,1.1417016226803525,-0.04518621857662457,1.3203594805036105,-0.07484029978662762,0.988924387899604,-1.0118156145819373,-1.4902570059439528,-1.5226518000088396,2.8048199024516967
Shame,-0.4067852912350271,0.5550694171166245,0.5550694171166232,1.2964468398876337,-0.16280345121961456,0.050461084498641604,1.1788310856531568,1.6092917545382002,-0.07235252062905226,0.4513916879664758,0.3591999760014424,0.551401790384866,1.234463747345374,0.034690694852726044,0.03984432696826568,-0.16254149416112967,1.522367699364359,-1.0118156145819373,0.03514729539858551,-0.07235252062905226,-0.1361735948224022
Pride,-1.447023491976874,0.033337461354240185,0.033337461354238936,1.5103139066718774,-0.753637093971706,-0.16522263450059055,0.8223350801803622,0.9401605164073584,-0.8547149614357751,-0.7352265335429863,1.0843666708995738,-0.19742924107543847,1.270253666312296,-0.0922877636738914,0.16717708177724114,0.08812975093343425,1.0935902740069179,-1.6890730756555103,-0.7930816392377704,-0.8547149614357751,0.6845055864839987
Joy,-0.31454301860809586,-0.684315519566171,-0.6843155195661724,0.9559198949744386,-0.7576081403322874,1.1346196858499367,1.1155939324551554,1.0168313253870134,-1.0012778697291442,-0.13026812377305733,0.9558324050166938,-1.273047563272179,1.0739166934012188,-1.2785936105956313,-0.12035622927139274,0.027487627370445585,1.0259210381997446,2.3462526299078625,-0.864796193513548,-1.0012778697291442,-0.03258171795843329
Shame,-0.703329168356978,0.40627026643696007,0.40627026643695857,0.939948048191026,0.0878172992015404,-0.061759769132957436,-0.48635845048871634,-0.4787086441290031,-0.12787230719225867,0.5880005183773627,0.047809302415722295,0.17855877557013902,-0.07911612197614434,-0.8620385349717772,-0.3278211522240303,0.3004060605082988,-0.42455543436502846,-0.7719535971183801,0.04415930233745458,-0.12787230719225867,0.632399574495066
Neutral,-2.486321648679368,-1.4446256406717433,-1.4446256406717446,0.7513652628126243,-1.3216927090623707,1.03294181132252,0.7449151012847777,0.15302193319251362,-1.6946975369889763,-1.1969506339006195,0.3465676524074031,-1.5477553623521079,0.3693440736237851,-0.553261700465046,0.04953366822786996,-0.03634409446736706,-0.20980926219930524,-0.14831235171313156,-1.656707743937826,-1.6946975369889763,2.179341619346499
Frustration,-0.36181632611237663,0.9228674572182576,0.9228674572182567,0.7157215859976056,0.3305433873807512,0.32038503733570534,-0.48055333835039693,-0.38989466153776475,0.4296470322370261,0.41015927204524777,-0.165232416637006,0.6750245334895445,-0.014955745377450884,0.02936009783283643,-0.24199654899185413,-0.22945212565046155,-0.39830170151551036,-0.48848030375235785,0.6252277687831592,0.4296470322370261,-0.08408644402964967
Pride,-1.6809512541778198,0.273647934694871,0.2736479346948697,1.0075723742322844,-0.8305114583412296,0.6224219466093478,-0.12165013019707159,-0.6816006786821358,-0.7830905112718674,-0.03564120408638608,-0.2510921336244609,0.021439002950874957,-0.11058269947496077,-0.43825788624025236,-0.6285752892839638,-0.11509373776214966,-0.7087755275830858,-0.14831235171313156,-0.6194184004608736,-0.7830905112718674,0.5942357006649718
Joy,0.0396337339947028,0.9901215180526772,0.9901215180526762,1.1348108473005702,0.9971073763772519,-0.20369307295685515,-0.2688838138088695,-0.6927027801291524,0.9751678335400276,0.455637580794869,-0.5375632865097176,0.9312268097100455,-0.4108785787765585,-0.4768576075192567,-0.8062599317178,0.31397946480925526,-0.7083334037705203,-0.14831235171313156,1.2087523460180802,0.9751678335400276,-1.0340815334640157
